LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,Anomaly
413,-,1131566641,2005.11.09,cn262,Nov,9,12:04:01,cn262/cn262,ntpd,2245.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
414,-,1131566642,2005.11.09,tbird-admin1,Nov,9,12:04:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
415,-,1131566642,2005.11.09,tbird-sm1,Nov,9,12:04:02,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
416,-,1131566642,2005.11.09,tbird-sm1,Nov,9,12:04:02,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
417,-,1131566643,2005.11.09,tbird-admin1,Nov,9,12:04:03,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
418,-,1131566644,2005.11.09,cn779,Nov,9,12:04:04,cn779/cn779,ntpd,28009.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
419,-,1131566644,2005.11.09,cn936,Nov,9,12:04:04,cn936/cn936,ntpd,29168.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
420,-,1131566644,2005.11.09,cn991,Nov,9,12:04:04,cn991/cn991,ntpd,18491.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
421,-,1131566644,2005.11.09,dn428,Nov,9,12:04:04,dn428/dn428,ntpd,32524.0,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
422,-,1131566644,2005.11.09,tbird-admin1,Nov,9,12:04:04,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
423,-,1131566644,2005.11.09,tbird-admin1,Nov,9,12:04:04,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
424,-,1131566645,2005.11.09,cn301,Nov,9,12:04:05,cn301/cn301,ntpd,22898.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
425,-,1131566645,2005.11.09,cn923,Nov,9,12:04:05,cn923/cn923,ntpd,28988.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
426,-,1131566645,2005.11.09,tbird-admin1,Nov,9,12:04:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
427,-,1131566645,2005.11.09,tbird-admin1,Nov,9,12:04:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
428,-,1131566646,2005.11.09,tbird-admin1,Nov,9,12:04:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
429,-,1131566647,2005.11.09,cn709,Nov,9,12:04:07,cn709/cn709,ntpd,19295.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
430,-,1131566648,2005.11.09,bn263,Nov,9,12:04:08,bn263/bn263,ntpd,23720.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
431,-,1131566648,2005.11.09,tbird-admin1,Nov,9,12:04:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
432,-,1131566649,2005.11.09,dn74,Nov,9,12:04:09,dn74/dn74,ntpd,20434.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
433,-,1131566650,2005.11.09,bn734,Nov,9,12:04:10,bn734/bn734,ntpd,2444.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
434,-,1131566650,2005.11.09,bn735,Nov,9,12:04:10,bn735/bn735,ntpd,2371.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
435,-,1131566652,2005.11.09,bn263,Nov,9,12:04:12,bn263/bn263,ntpd,23720.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
436,-,1131566652,2005.11.09,tbird-sm1,Nov,9,12:04:12,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
437,-,1131566653,2005.11.09,tbird-admin1,Nov,9,12:04:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
438,-,1131566653,2005.11.09,tbird-admin1,Nov,9,12:04:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
439,-,1131566653,2005.11.09,tbird-admin1,Nov,9,12:04:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
440,-,1131566656,2005.11.09,cn847,Nov,9,12:04:16,cn847/cn847,ntpd,27885.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
441,-,1131566656,2005.11.09,tbird-admin1,Nov,9,12:04:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
442,-,1131566656,2005.11.09,tbird-sm1,Nov,9,12:04:16,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
443,-,1131566656,2005.11.09,tbird-sm1,Nov,9,12:04:16,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
444,-,1131566657,2005.11.09,dn37,Nov,9,12:04:17,dn37/dn37,ntpd,19909.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
445,-,1131566657,2005.11.09,tbird-admin1,Nov,9,12:04:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
446,-,1131566657,2005.11.09,tbird-admin1,Nov,9,12:04:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
447,-,1131566659,2005.11.09,cn25,Nov,9,12:04:19,cn25/cn25,ntpd,15539.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
448,-,1131566659,2005.11.09,tbird-admin1,Nov,9,12:04:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
449,-,1131566659,2005.11.09,tbird-admin1,Nov,9,12:04:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
450,-,1131566659,2005.11.09,tbird-admin1,Nov,9,12:04:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
451,-,1131566661,2005.11.09,tbird-admin1,Nov,9,12:04:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
452,-,1131566662,2005.11.09,bn932,Nov,9,12:04:22,bn932/bn932,ntpd,25246.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
453,-,1131566662,2005.11.09,cn947,Nov,9,12:04:22,cn947/cn947,ntpd,19822.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
454,-,1131566662,2005.11.09,tbird-admin1,Nov,9,12:04:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
455,-,1131566664,2005.11.09,bn10,Nov,9,12:04:24,bn10/bn10,ntpd,22328.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
456,-,1131566664,2005.11.09,bn594,Nov,9,12:04:24,bn594/bn594,ntpd,7901.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
457,-,1131566664,2005.11.09,cn205,Nov,9,12:04:24,cn205/cn205,ntpd,20490.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
458,-,1131566665,2005.11.09,cn765,Nov,9,12:04:25,cn765/cn765,ntpd,27990.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
459,-,1131566665,2005.11.09,tbird-admin1,Nov,9,12:04:25,local@tbird-admin1,ntpd,1815.0,kernel time sync disabled 0041,E61,kernel time sync disabled <*>,1.0
460,-,1131566665,2005.11.09,tbird-admin1,Nov,9,12:04:25,local@tbird-admin1,ntpd,1815.0,time reset +0.182379 s,E128,time reset +<*>.<*> s,1.0
461,-,1131566666,2005.11.09,bn10,Nov,9,12:04:26,bn10/bn10,ntpd,22328.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
462,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
463,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
464,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
465,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
466,-,1131566666,2005.11.09,tbird-admin1,Nov,9,12:04:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
467,-,1131566666,2005.11.09,tbird-sm1,Nov,9,12:04:26,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
468,-,1131566667,2005.11.09,dn356,Nov,9,12:04:27,dn356/dn356,ntpd,32234.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
469,-,1131566667,2005.11.09,tbird-admin1,Nov,9,12:04:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
470,-,1131566668,2005.11.09,cn912,Nov,9,12:04:28,cn912/cn912,ntpd,28300.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
471,-,1131566668,2005.11.09,tbird-admin1,Nov,9,12:04:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
472,-,1131566669,2005.11.09,tbird-admin1,Nov,9,12:04:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
473,-,1131566670,2005.11.09,cn534,Nov,9,12:04:30,cn534/cn534,ntpd,16244.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
474,-,1131566670,2005.11.09,tbird-admin1,Nov,9,12:04:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
475,-,1131566670,2005.11.09,tbird-sm1,Nov,9,12:04:30,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
476,-,1131566670,2005.11.09,tbird-sm1,Nov,9,12:04:30,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
477,-,1131566672,2005.11.09,tbird-admin1,Nov,9,12:04:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
478,-,1131566672,2005.11.09,tbird-admin1,Nov,9,12:04:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
479,-,1131566673,2005.11.09,bn429,Nov,9,12:04:33,bn429/bn429,ntpd,29251.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
480,-,1131566673,2005.11.09,cn351,Nov,9,12:04:33,cn351/cn351,ntpd,11981.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
481,-,1131566673,2005.11.09,tbird-admin1,Nov,9,12:04:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
482,-,1131566673,2005.11.09,tbird-admin1,Nov,9,12:04:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
483,-,1131566674,2005.11.09,cn573,Nov,9,12:04:34,cn573/cn573,ntpd,15193.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
484,-,1131566675,2005.11.09,cn231,Nov,9,12:04:35,cn231/cn231,ntpd,10735.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
485,-,1131566676,2005.11.09,cn424,Nov,9,12:04:36,cn424/cn424,ntpd,12754.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
486,-,1131566676,2005.11.09,cn984,Nov,9,12:04:36,cn984/cn984,ntpd,19722.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
487,-,1131566676,2005.11.09,tbird-admin1,Nov,9,12:04:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
488,-,1131566677,2005.11.09,cn846,Nov,9,12:04:37,cn846/cn846,ntpd,27289.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
489,-,1131566679,2005.11.09,bn27,Nov,9,12:04:39,bn27/bn27,ntpd,22307.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
490,-,1131566679,2005.11.09,bn978,Nov,9,12:04:39,bn978/bn978,ntpd,14255.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
491,-,1131566679,2005.11.09,cn737,Nov,9,12:04:39,cn737/cn737,ntpd,29331.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
492,-,1131566679,2005.11.09,cn864,Nov,9,12:04:39,cn864/cn864,ntpd,27499.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
493,-,1131566679,2005.11.09,tbird-admin1,Nov,9,12:04:39,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
494,-,1131566680,2005.11.09,bn846,Nov,9,12:04:40,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
495,-,1131566680,2005.11.09,tbird-admin1,Nov,9,12:04:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
496,-,1131566680,2005.11.09,tbird-sm1,Nov,9,12:04:40,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1.0
497,-,1131566681,2005.11.09,cn658,Nov,9,12:04:41,cn658/cn658,ntpd,24187.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
498,-,1131566681,2005.11.09,tbird-admin1,Nov,9,12:04:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
499,-,1131566681,2005.11.09,tbird-admin1,Nov,9,12:04:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
500,-,1131566683,2005.11.09,bn364,Nov,9,12:04:43,bn364/bn364,ntpd,28894.0,"synchronized to 10.100.14.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
501,-,1131566683,2005.11.09,cn541,Nov,9,12:04:43,cn541/cn541,ntpd,14451.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
502,-,1131566683,2005.11.09,cn621,Nov,9,12:04:43,cn621/cn621,ntpd,18491.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
503,-,1131566683,2005.11.09,tbird-admin1,Nov,9,12:04:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
504,-,1131566684,2005.11.09,cn317,Nov,9,12:04:44,cn317/cn317,ntpd,23387.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
505,-,1131566684,2005.11.09,cn402,Nov,9,12:04:44,cn402/cn402,ntpd,13156.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
506,-,1131566684,2005.11.09,cn859,Nov,9,12:04:44,cn859/cn859,ntpd,28794.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
507,-,1131566684,2005.11.09,cn967,Nov,9,12:04:44,cn967/cn967,ntpd,19908.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
508,-,1131566684,2005.11.09,tbird-sm1,Nov,9,12:04:44,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,1.0
509,-,1131566684,2005.11.09,tbird-sm1,Nov,9,12:04:44,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,1.0
510,-,1131566686,2005.11.09,bn846,Nov,9,12:04:46,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
511,-,1131566686,2005.11.09,dn891,Nov,9,12:04:46,dn891/dn891,ntpd,2854.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
512,-,1131566686,2005.11.09,tbird-admin1,Nov,9,12:04:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
513,-,1131566687,2005.11.09,bn424,Nov,9,12:04:47,bn424/bn424,ntpd,30101.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
514,-,1131566688,2005.11.09,cn656,Nov,9,12:04:48,cn656/cn656,ntpd,32284.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
515,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
516,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
517,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
518,-,1131566689,2005.11.09,cn373,Nov,9,12:04:49,cn373/cn373,ntpd,10321.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
520,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
521,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
522,-,1131566690,2005.11.09,cn499,Nov,9,12:04:50,cn499/cn499,ntpd,15380.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
523,-,1131566690,2005.11.09,cn997,Nov,9,12:04:50,cn997/cn997,ntpd,19070.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
524,-,1131566691,2005.11.09,cn655,Nov,9,12:04:51,cn655/cn655,ntpd,18484.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
525,-,1131566691,2005.11.09,cn68,Nov,9,12:04:51,cn68/cn68,ntpd,14667.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
526,-,1131566691,2005.11.09,cn684,Nov,9,12:04:51,cn684/cn684,ntpd,19346.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
527,-,1131566691,2005.11.09,tbird-admin1,Nov,9,12:04:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
528,-,1131566692,2005.11.09,bn649,Nov,9,12:04:52,bn649/bn649,ntpd,3482.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
529,-,1131566692,2005.11.09,cn771,Nov,9,12:04:52,cn771/cn771,ntpd,27994.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
530,-,1131566692,2005.11.09,dn952,Nov,9,12:04:52,dn952/dn952,ntpd,1659.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",1.0
531,-,1131566692,2005.11.09,tbird-admin1,Nov,9,12:04:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
532,-,1131566692,2005.11.09,tbird-admin1,Nov,9,12:04:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
533,-,1131566693,2005.11.09,tbird-admin1,Nov,9,12:04:53,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,1.0
